Transformation,Core SMILES,Monomer SMILES,Product SMILES,Alkyl Group SMILES [Core],Alkyl Group SMILES [X],Salt,Salt Ratio,Yield (%),Yield,Purified,C(sp3)-X Substitution,Main C(sp3) substituent Type,Remote FG,,,
BF3K-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1CN(C(OC(C)(C)C)=O)C1.[K+],CN1CCN(Cc2ccc(cc2)C3CN(C3)C(=O)OC(C)(C)C)CC1,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,28,0.2808,9.7,2 - Secondary,alkyl,carbamate/amide,,,
MIDA-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CN1CC(=O)OB(OC(=O)C1)C2CN(C2)C(=O)OC(C)(C)C,CN1CCN(Cc2ccc(cc2)C3CN(C3)C(=O)OC(C)(C)C)CC1,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,0,0,0,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-Weix,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CC(Br)C1,CN1CCN(Cc2ccc(cc2)C3CN(C3)C(=O)OC(C)(C)C)CC1,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,13,0.1325,,2 - Secondary,alkyl,carbamate/amide,,,
Negishi-Pd,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CC(C1)[Zn]I,CN1CCN(Cc2ccc(cc2)C3CN(C3)C(=O)OC(C)(C)C)CC1,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,TFA,1,97,0.9706,44.6,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1CN(C(OC(C)(C)C)=O)C1.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3CN(C3)C(=O)OC(C)(C)C)C(=O)COC(C)(C)C,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,29,0.2906,15.7,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CC(Br)C1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CN(C3)C(=O)OC(C)(C)C)C(=O)COC(C)(C)C,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,41,0.4108,23.9,2 - Secondary,alkyl,carbamate/amide,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CC(C1)C(=O)O,C[C@@H]1CN(CCN1c2ncc(cn2)C3CN(C3)C(=O)OC(C)(C)C)C(=O)COC(C)(C)C,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,2,0.0232,1.3,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1CN(C(OC(C)(C)C)=O)C1.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3CN(C3)C(=O)OC(C)(C)C)C(=O)COC(C)(C)C,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,6,0.0648,2.9,2 - Secondary,alkyl,carbamate/amide,,,
MIDA-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CN1CC(=O)OB(OC(=O)C1)C2CN(C2)C(=O)OC(C)(C)C,C[C@@H]1CN(CCN1c2ncc(cn2)C3CN(C3)C(=O)OC(C)(C)C)C(=O)COC(C)(C)C,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,0,0,0,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-Weix,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CC(Br)C1,C[C@@H]1CN(CCN1c2ncc(cn2)C3CN(C3)C(=O)OC(C)(C)C)C(=O)COC(C)(C)C,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,44,0.4376,19.6,2 - Secondary,alkyl,carbamate/amide,,,
Negishi-Pd,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CC(C1)[Zn]I,C[C@@H]1CN(CCN1c2ncc(cn2)C3CN(C3)C(=O)OC(C)(C)C)C(=O)COC(C)(C)C,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,TFA,1,75,0.7514,42.2,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1CN(C(OC(C)(C)C)=O)C1.[K+],CC(C)(C)OC(=O)N1CC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,26,0.2622,11.3,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CC(Br)C1,CC(C)(C)OC(=O)N1CC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,13,0.1344,6,2 - Secondary,alkyl,carbamate/amide,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CC(C1)C(=O)O,CC(C)(C)OC(=O)N1CC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,0,0,0,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1CN(C(OC(C)(C)C)=O)C1.[K+],CC(C)(C)OC(=O)N1CC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,0,,,2 - Secondary,alkyl,carbamate/amide,,,
MIDA-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CN1CC(=O)OB(OC(=O)C1)C2CN(C2)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1CC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,0,0,0,2 - Secondary,alkyl,carbamate/amide,,,
CEC-Ni-Weix,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CC(Br)C1,CC(C)(C)OC(=O)N1CC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,,,10,0.1048,,2 - Secondary,alkyl,carbamate/amide,,,
Negishi-Pd,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CC(C1)[Zn]I,CC(C)(C)OC(=O)N1CC(C1)c2ccc3nc4COCC(=O)c4n3c2,[Core]C1CN(C1)C(=O)OC(C)(C)C,[X]C1CN(C1)C(=O)OC(C)(C)C,TFA,1,66,0.6646,30.4,2 - Secondary,alkyl,carbamate/amide,,,
BF3K-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)C1COC1.[K+],C1(N2C=CC=N2)=CC=CC(C3COC3)=C1,[Core]C1COC1,[X]C1COC1,,,6,0.0559,1.4,2 - Secondary,alkyl,ether,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,BrC1COC1,C1(N2C=CC=N2)=CC(C3COC3)=CC=C1,[Core]C1COC1,[X]C1COC1,,,20,0.1998,5.2,2 - Secondary,alkyl,ether,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,OC(=O)C1COC1,C1(N2C=CC=N2)=CC(C3COC3)=CC=C1,[Core]C1COC1,[X]C1COC1,,,2,0.02,0.5,2 - Secondary,alkyl,ether,,,
BF3K-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)C1COC1.[K+],C1(N2C=CC=N2)=CC(C3COC3)=CC=C1,[Core]C1COC1,[X]C1COC1,,,0,0,0,2 - Secondary,alkyl,ether,,,
CEC-Ni-Weix,BrC1=CC(N2N=CC=C2)=CC=C1,BrC1COC1,C1(N2C=CC=N2)=CC(C3COC3)=CC=C1,[Core]C1COC1,[X]C1COC1,,,0,0,0,2 - Secondary,alkyl,ether,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrC1COC1,CN1CCN(Cc2ccc(cc2)C3COC3)CC1,[Core]C1COC1,[X]C1COC1,TFA,1,33,0.3285,14.8,2 - Secondary,alkyl,ether,,,
BF3K-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1COC1.[K+],CN1CCN(Cc2ccc(cc2)C3COC3)CC1,[Core]C1COC1,[X]C1COC1,TFA,1,0,0,0,2 - Secondary,alkyl,ether,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,OC(=O)C1COC1,CN1CCN(Cc2ccc(cc2)C3COC3)CC1,[Core]C1COC1,[X]C1COC1,,,0,0,0,2 - Secondary,alkyl,ether,,,
BF3K-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)C1COC1.[K+],CN1CCN(Cc2ccc(cc2)C3COC3)CC1,[Core]C1COC1,[X]C1COC1,,,0,0,0,2 - Secondary,alkyl,ether,,,
CEC-Ni-Weix,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrC1COC1,CN1CCN(Cc2ccc(cc2)C3COC3)CC1,[Core]C1COC1,[X]C1COC1,TFA,2,19,0.187,7.25,2 - Secondary,alkyl,ether,,,
BF3K-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1COC1.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3COC3)C(=O)COC(C)(C)C,[Core]C1COC1,[X]C1COC1,,,0,0,0,2 - Secondary,alkyl,ether,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrC1COC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3COC3)C(=O)COC(C)(C)C,[Core]C1COC1,[X]C1COC1,,,22,0.223,10.1,2 - Secondary,alkyl,ether,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,OC(=O)C1COC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3COC3)C(=O)COC(C)(C)C,[Core]C1COC1,[X]C1COC1,,,0,0,0,2 - Secondary,alkyl,ether,,,
BF3K-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)C1COC1.[K+],C[C@@H]1CN(CCN1c2ncc(cn2)C3COC3)C(=O)COC(C)(C)C,[Core]C1COC1,[X]C1COC1,,,0,0,0,2 - Secondary,alkyl,ether,,,
CEC-Ni-Weix,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrC1COC1,C[C@@H]1CN(CCN1c2ncc(cn2)C3COC3)C(=O)COC(C)(C)C,[Core]C1COC1,[X]C1COC1,,,47,0.4721,32.9,2 - Secondary,alkyl,ether,,,
BF3K-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1COC1.[K+],O=C1COCc2nc3ccc(CC4COC4)cn3c12,[Core]C1COC1,[X]C1COC1,,,0,0,0,2 - Secondary,alkyl,ether,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,BrC1COC1,O=C1COCc2nc3ccc(CC4COC4)cn3c12,[Core]C1COC1,[X]C1COC1,,,29,0.2866,9.1,2 - Secondary,alkyl,ether,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,OC(=O)C1COC1,O=C1COCc2nc3ccc(CC4COC4)cn3c12,[Core]C1COC1,[X]C1COC1,,,0,0,0,2 - Secondary,alkyl,ether,,,
BF3K-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)C1COC1.[K+],O=C1COCc2nc3ccc(CC4COC4)cn3c12,[Core]C1COC1,[X]C1COC1,,,0,0,0,2 - Secondary,alkyl,ether,,,
CEC-Ni-Weix,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,BrC1COC1,O=C1COCc2nc3ccc(CC4COC4)cn3c12,[Core]C1COC1,[X]C1COC1,,,23,0.2293,5.6,2 - Secondary,alkyl,ether,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,CN1CCC[C@H]1C(=O)O,,[Core]C1N(C)CCC1,[X]C1N(C)CCC1,,,0,0,0,2 - Secondary,amino - basic amine,--,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CN1CCC[C@H]1C(=O)O,,[Core]C1N(C)CCC1,[X]C1N(C)CCC1,TFA,1,0,0,0,2 - Secondary,amino - basic amine,--,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CN1CCC[C@H]1C(=O)O,,[Core]C1N(C)CCC1,[X]C1N(C)CCC1,,,0,0,0,2 - Secondary,amino - basic amine,--,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CN1CCC[C@H]1C(=O)O,,[Core]C1N(C)CCC1,[X]C1N(C)CCC1,,,0,0,0,2 - Secondary,amino - basic amine,--,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CCCCC1C(=O)O,,[Core]C1N(CCCC1)C(OC(C)(C)C)=O,[X]C1N(CCCC1)C(OC(C)(C)C)=O,,,7,0.0728,3.1,2 - Secondary,amino - carbamate/amide,--,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CCCCC1C(=O)O,,[Core]C1N(CCCC1)C(OC(C)(C)C)=O,[X]C1N(CCCC1)C(OC(C)(C)C)=O,,,1,0.0121,0.7,2 - Secondary,amino - carbamate/amide,--,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CCCCC1C(=O)O,,[Core]C1N(CCCC1)C(OC(C)(C)C)=O,[X]C1N(CCCC1)C(OC(C)(C)C)=O,,,3,0.0252,1.5,2 - Secondary,amino - carbamate/amide,--,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CCCCC1C(=O)O,,[Core]C1N(CCCC1)C(OC(C)(C)C)=O,[X]C1N(CCCC1)C(OC(C)(C)C)=O,,,0,0,0,2 - Secondary,amino - carbamate/amide,--,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,OC(=O)[C@@H]1CCCC(=O)N1,,[Core]C1NC(CCC1)=O,[X]C1NC(CCC1)=O,,,55,0.5483,17.2,2 - Secondary,amino - carbamate/amide,--,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,OC(=O)[C@@H]1CCCC(=O)N1,,[Core]C1NC(CCC1)=O,[X]C1NC(CCC1)=O,TFA,1,10,0.0996,5,2 - Secondary,amino - carbamate/amide,--,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,OC(=O)[C@@H]1CCCC(=O)N1,,[Core]C1NC(CCC1)=O,[X]C1NC(CCC1)=O,,,11,0.1089,5.3,2 - Secondary,amino - carbamate/amide,--,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,OC(=O)[C@@H]1CCCC(=O)N1,,[Core]C1NC(CCC1)=O,[X]C1NC(CCC1)=O,,,0,0,0,2 - Secondary,amino - carbamate/amide,--,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,OC(=O)C1CCCO1,,[Core]C1OCCC1,[X]C1OCCC1,,,5,0.0539,1.5,2 - Secondary,oxy - ether,--,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,OC(=O)C1CCCO1,,[Core]C1OCCC1,[X]C1OCCC1,,,9,0.0939,3.8,2 - Secondary,oxy - ether,--,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,OC(=O)C1CCCO1,,[Core]C1OCCC1,[X]C1OCCC1,,,19,0.1942,8.8,2 - Secondary,oxy - ether,--,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,OC(=O)C1CCCO1,,[Core]C1OCCC1,[X]C1OCCC1,,,0,0,0,2 - Secondary,oxy - ether,--,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CCOC(C1)C(=O)O,,[Core]C1OCCN(C(OC(C)(C)C)=O)C1,[X]C1OCCN(C(OC(C)(C)C)=O)C1,,,2,0.021,0.9,2 - Secondary,oxy - ether,carbamate/amide,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CCOC(C1)C(=O)O,,[Core]C1OCCN(C(OC(C)(C)C)=O)C1,[X]C1OCCN(C(OC(C)(C)C)=O)C1,TFA,1,0,0,0,2 - Secondary,oxy - ether,carbamate/amide,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CCOC(C1)C(=O)O,,[Core]C1OCCN(C(OC(C)(C)C)=O)C1,[X]C1OCCN(C(OC(C)(C)C)=O)C1,,,10,0.1005,6,2 - Secondary,oxy - ether,carbamate/amide,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CCOC(C1)C(=O)O,,[Core]C1OCCN(C(OC(C)(C)C)=O)C1,[X]C1OCCN(C(OC(C)(C)C)=O)C1,,,0,0,0,2 - Secondary,oxy - ether,carbamate/amide,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,OC(=O)C1COCCO1,,[Core]C1OCCOC1,[X]C1OCCOC1,,,3,0.0334,1,2 - Secondary,oxy - ether,ether,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,OC(=O)C1COCCO1,,[Core]C1OCCOC1,[X]C1OCCOC1,TFA,1,5,0.0471,2.3,2 - Secondary,oxy - ether,ether,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,OC(=O)C1COCCO1,,[Core]C1OCCOC1,[X]C1OCCOC1,,,0,0,0,2 - Secondary,oxy - ether,ether,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,OC(=O)C1COCCO1,,[Core]C1OCCOC1,[X]C1OCCOC1,,,0,0,0,2 - Secondary,oxy - ether,ether,,,
BF3K-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)CC1=CC=CC=C1.[K+],C(c1ccccc1)c2cccc(c2)n3cccn3,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,,,64,0.6385,18.7,1 - Primary,aryl/heteroaryl,--,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,BrCc1ccccc1,C(c1ccccc1)c2cccc(c2)n3cccn3,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,,,8,0.0755,2.3,1 - Primary,aryl/heteroaryl,--,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,OC(=O)Cc1ccccc1,C(c1ccccc1)c2cccc(c2)n3cccn3,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,,,14,0.1412,4.3,1 - Primary,aryl/heteroaryl,--,,,
BF3K-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)CC1=CC=CC=C1.[K+],C(c1ccccc1)c2cccc(c2)n3cccn3,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,,,32,0.3158,7.4,1 - Primary,aryl/heteroaryl,--,,,
CEC-Ni-Weix,BrC1=CC(N2N=CC=C2)=CC=C1,ClCc1ccccc1,C(c1ccccc1)c2cccc(c2)n3cccn3,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,,,0,0,0,1 - Primary,aryl/heteroaryl,--,,,
Negishi-Pd,BrC1=CC(N2N=CC=C2)=CC=C1,Br[Zn]CC1=CC=CC=C1,C(c1ccccc1)c2cccc(c2)n3cccn3,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,,,79,0.79,16.6,1 - Primary,aryl/heteroaryl,--,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrCc1ccccc1,CN1CCN(Cc2ccc(Cc3ccccc3)cc2)CC1,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,TFA,1,8,0.075,3.7,1 - Primary,aryl/heteroaryl,--,,,
BF3K-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)CC1=CC=CC=C1.[K+],CN1CCN(Cc2ccc(Cc3ccccc3)cc2)CC1,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,TFA,1,68,0.6835,33.7,1 - Primary,aryl/heteroaryl,--,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,OC(=O)Cc1ccccc1,CN1CCN(Cc2ccc(Cc3ccccc3)cc2)CC1,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,TFA,1,3,0.0264,1.3,1 - Primary,aryl/heteroaryl,--,,,
BF3K-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)CC1=CC=CC=C1.[K+],CN1CCN(Cc2ccc(Cc3ccccc3)cc2)CC1,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,,,52,0.5242,14.7,1 - Primary,aryl/heteroaryl,--,,,
CEC-Ni-Weix,CN1CCN(CC(C=C2)=CC=C2Br)CC1,ClCc1ccccc1,CN1CCN(Cc2ccc(Cc3ccccc3)cc2)CC1,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,,,4,0.0392,,1 - Primary,aryl/heteroaryl,--,,,
Negishi-Pd,CN1CCN(CC(C=C2)=CC=C2Br)CC1,Br[Zn]CC1=CC=CC=C1,CN1CCN(Cc2ccc(Cc3ccccc3)cc2)CC1,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,TFA,1,52,0.5197,20.5,1 - Primary,aryl/heteroaryl,--,,,
BF3K-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)CC1=CC=CC=C1.[K+],C[C@@H]1CN(CCN1c2ncc(Cc3ccccc3)cn2)C(=O)COC(C)(C)C,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,,,58,0.5805,26.8,1 - Primary,aryl/heteroaryl,--,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrCc1ccccc1,C[C@@H]1CN(CCN1c2ncc(Cc3ccccc3)cn2)C(=O)COC(C)(C)C,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,,,6,0.0603,3,1 - Primary,aryl/heteroaryl,--,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,OC(=O)Cc1ccccc1,C[C@@H]1CN(CCN1c2ncc(Cc3ccccc3)cn2)C(=O)COC(C)(C)C,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,,,0,0,0,1 - Primary,aryl/heteroaryl,--,,,
BF3K-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)CC1=CC=CC=C1.[K+],C[C@@H]1CN(CCN1c2ncc(Cc3ccccc3)cn2)C(=O)COC(C)(C)C,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,,,30,0.3033,11.6,1 - Primary,aryl/heteroaryl,--,,,
CEC-Ni-Weix,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,ClCc1ccccc1,C[C@@H]1CN(CCN1c2ncc(Cc3ccccc3)cn2)C(=O)COC(C)(C)C,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,,,0,0,0,1 - Primary,aryl/heteroaryl,--,,,
Negishi-Pd,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,Br[Zn]CC1=CC=CC=C1,C[C@@H]1CN(CCN1c2ncc(Cc3ccccc3)cn2)C(=O)COC(C)(C)C,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,TFA,1,45,0.4491,22.3,1 - Primary,aryl/heteroaryl,--,,,
BF3K-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)CC1=CC=CC=C1.[K+],O=C1COCc2nc3ccc(Cc4ccccc4)cn3c12,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,,,63,0.627,21.9,1 - Primary,aryl/heteroaryl,--,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,BrCc1ccccc1,O=C1COCc2nc3ccc(Cc4ccccc4)cn3c12,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,,,0,0,0,1 - Primary,aryl/heteroaryl,--,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,OC(=O)Cc1ccccc1,O=C1COCc2nc3ccc(Cc4ccccc4)cn3c12,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,,,0,0,0,1 - Primary,aryl/heteroaryl,--,,,
